,기기,application,Format,Format_profile,Codec_ID,Overall_bitrate_mode,Overall_bitrate,Frame_rate(FPS),Writing_application,Movie_name,Recorded_date,Encoded_date,Tagged_date,Writing_library,Copyright,Video_ID,Video_Format,Video_Format_Info,Video_Format_profile,Video_Format_settings,Video_Format_settings_CABAC,Video_Format_settings_Reference_frames,Video_Format_settings_GOP,Video_Codec_ID,Video_Codec_ID_Info,Video_Duration_FirstFrame,Video_Duration_LastFrame,Video_Source_duration,Video_Source_Duration_FirstFrame,Video_Source_Duration_LastFrame,Video_Bitrate_mode,Video_Bitrate,Video_Maximum_bitrate,Video_Width(Pixels),Video_Height(Pixels),Video_Display_aspect_ratio,Video_Rotation,Video_Frame_rate_mode,Video_Frame_rate,Video_Minimum_frame_rate,Video_Maximum_frame_rate,Video_Color_space,Video_Chroma_subsampling,Video_Bit_depth,Video_Scan_type,Video_Bits/(Pixel*Frame),Video_Stream_size,Video_Source_stream_size,Video_Title,Video_Writing_library,Video_Encoding_settings,Video_Encoded_date,Video_Tagged_date,Video_Color_range,Video_Color_range_Original,Video_Color_primaries,Video_Transfer_characteristics,Video_Transfer_characteristics_Original,Video_Matrix_coefficients,Video_Metas,Video_Codec_configuration_box,Audio_ID,Audio_Format,Audio_Format_Info,Audio_Codec_ID,Audio_Duration_LastFrame,Audio_Source_duration,Audio_Bitrate_mode,Audio_Bitrate,Audio_Normal_bitrate,Audio_Channel(s),Audio_Channel_layout,Audio_Sampling_rate,Audio_Frame_rate,Audio_Compression_mode,Audio_Stream_size,Audio_Source_stream_size,Audio_Title,Audio_Encoded_date,Audio_Tagged_date,Audio_Default,Audio_Alternate_group,BOX_Sequence
Android_Band_옵션_고화질1.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,614,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,482,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.048,1.45 MiB (78%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,395 KiB (21%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질2.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,336,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,203,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.02,378 KiB (60%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-14,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,239 KiB (38%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질3.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,536,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,404,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.041,972 KiB (75%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,310 KiB (24%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질4.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,429,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,298,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.03,296 KiB (69%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-1,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,129 KiB (30%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질5.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,442,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,311,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.031,317 KiB (70%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-7,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,133 KiB (29%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질6.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,859,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,727,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.073,2.70 MiB (85%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-9,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,488 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질7.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,853,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,725,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.073,862 KiB (84%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-6,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,154 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질8.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,778,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,646,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.065,1.72 MiB (83%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-8,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,350 KiB (16%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질9.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,689,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,M=4 N=60,avc1,Advanced Video Coding,no value,no value,,,,no value,559,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.056,787 KiB (81%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,182 KiB (19%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질10.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1678,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1555,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.156,1.62 MiB (92%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-21,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,139 KiB (8%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질11.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,836,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,705,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.071,1.87 MiB (84%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-17,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,349 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질12.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1077,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,949,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.095,885 KiB (88%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,121 KiB (12%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질13.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1141,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1021,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.103,619 KiB (88%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,79.5 KiB (11%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질14.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1295,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1166,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.117,1.10 MiB (90%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,125 KiB (10%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질15.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,972,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,844,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.085,714 KiB (86%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,110 KiB (13%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질16.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,597,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,466,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.047,362 KiB (77%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,101 KiB (22%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질17.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,476,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,344,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.035,287 KiB (72%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-18,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,108 KiB (27%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질18.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,840,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,714,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.072,549 KiB (84%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-3,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,100 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질19.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,568,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,436,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.044,499 KiB (76%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-8,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,148 KiB (23%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질20.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,832,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,705,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.071,603 KiB (84%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-3,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,111 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질21.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,417,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,284,0,432,768,0.562,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.029,185 KiB (68%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-3,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,84.6 KiB (31%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_옵션_고화질22.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,516,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,383,0,768,432,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.039,689 KiB (74%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-10,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,232 KiB (25%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본1.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,663,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,531,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.053,1.60 MiB (80%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,395 KiB (19%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본2.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,362,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,229,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.023,426 KiB (63%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-14,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,239 KiB (35%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본3.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,598,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,466,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.046,1.10 MiB (78%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,310 KiB (21%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본4.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,472,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,342,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.034,339 KiB (72%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-1,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,129 KiB (27%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본5.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,478,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,347,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.035,354 KiB (72%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-7,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,133 KiB (27%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본6.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,962,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,831,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.083,3.08 MiB (86%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-9,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,488 KiB (13%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본7.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,940,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,813,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.081,966 KiB (86%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-6,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,154 KiB (14%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본8.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,853,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,721,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.072,1.92 MiB (84%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-8,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,350 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본9.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,743,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,M=4 N=60,avc1,Advanced Video Coding,no value,no value,,,,no value,613,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.061,863 KiB (82%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,182 KiB (17%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본10.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1690,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1567,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.156,1.64 MiB (92%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-21,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,139 KiB (8%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본11.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,870,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,739,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.074,1.96 MiB (85%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-17,NA,Constant,128,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,349 KiB (15%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본12.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1276,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1150,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.114,1.05 MiB (89%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,121 KiB (10%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본13.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1275,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1158,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.115,702 KiB (89%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,79.5 KiB (10%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본14.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1495,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1367,0,436,768,0.568,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.136,1.29 MiB (91%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,-15,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,125 KiB (9%),NA,no value,,,Yes,1,ftyp moov free mdat
Android_Band_원본15.mp4,Android,Band,MPEG4,Base Media,isom isom iso2 avc1 mp41,no value,1180,30,Lavf58.12.100,no value,,,,no value,no value,1,AVC,Advanced Video Codec,High L3,CABAC 4 Ref Frames,Yes,4,0,avc1,Advanced Video Coding,no value,no value,,,,no value,1053,0,768,436,16:09,0,Constant,30,0,0,YUV,4:02:00,8 bits,Progressive,0.105,892 KiB (89%),,no value,no value,,,,no value,no value,no value,no value,no value,no value,,avcC,2,AACLC,Advanced Audio Codec Low Complexity,mp4a-40-2,0,NA,Constant,129,0,2,L R,44.1,43.066 fps (1024 SPF),Lossy,110 KiB (11%),NA,no value,,,Yes,1,ftyp moov free mdat
